City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Hirara,JP,24.8,125.2833,83.97,84,100,16.15,overcast clouds
454,Hermitage,US,41.2334,-80.4487,83.82,32,75,8.05,broken clouds
455,Westport,US,41.1415,-73.3579,86.61,49,0,9.22,clear sky
456,Koumac,NC,-20.5667,164.2833,67.62,64,0,16.73,clear sky
457,Comodoro Rivadavia,AR,-45.8667,-67.5,37.26,81,40,8.05,scattered clouds
458,Qasigiannguit,GL,68.8193,-51.1922,53.85,60,2,4.32,clear sky
459,Cascais,PT,38.6979,-9.4215,78.15,60,0,11.5,clear sky
460,Jiuquan,CN,39.7432,98.5174,70.29,48,100,0.09,overcast clouds
461,San Matias,BO,-16.3667,-58.4,97.07,21,95,11.21,overcast clouds
462,Jining,CN,35.405,116.5814,78.98,75,96,4.32,overcast clouds
463,Umm Kaddadah,SD,13.6017,26.6876,79.03,66,100,15.32,overcast clouds
464,Tambopata,PE,-12.7333,-69.1833,87.69,58,20,8.05,few clouds
465,Vostok,RU,46.4856,135.8833,55.35,96,100,4.03,overcast clouds
466,San Pedro,PH,14.35,121.0167,79.36,90,20,0.0,few clouds
467,Lindas,NO,60.7381,5.16,53.73,83,25,8.7,scattered clouds
468,Sioux Lookout,CA,50.1001,-91.917,83.07,35,0,8.84,clear sky
469,Finschhafen,PG,-6.6024,147.8681,78.31,85,76,8.68,broken clouds
470,Fayaoue,NC,-20.65,166.5333,71.94,60,7,21.81,clear sky
471,Znamenskoye,RU,57.1281,73.8282,58.37,92,51,1.57,broken clouds
472,Hamilton,US,39.1834,-84.5333,88.65,47,98,4.0,overcast clouds
473,Gornopravdinsk,RU,60.05,69.9,62.02,96,87,4.07,moderate rain
474,Whitehorse,CA,60.7161,-135.0538,58.01,87,94,1.01,overcast clouds
475,Pangkalanbuun,ID,-2.6833,111.6167,73.18,99,75,2.55,broken clouds
476,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,58.87,93,100,8.79,overcast clouds
477,Weihai,CN,37.5017,122.1136,72.54,81,17,7.56,few clouds
478,Binzhou,CN,37.3667,118.0167,78.42,65,56,3.15,broken clouds
479,Port Augusta,AU,-32.5,137.7667,45.93,37,0,18.1,clear sky
480,Sorland,NO,67.667,12.6934,48.06,81,100,12.48,overcast clouds
481,Pangody,RU,65.85,74.4859,55.18,58,3,3.76,clear sky
482,Shenzhen,CN,22.5455,114.0683,86.27,93,100,8.16,overcast clouds
483,Maurawan,IN,26.4333,80.8833,89.64,41,98,11.79,overcast clouds
484,College,US,64.8569,-147.8028,69.58,47,100,9.22,overcast clouds
485,Kaihua,CN,23.3687,104.28,66.38,98,85,4.63,overcast clouds
486,Grabouw,ZA,-34.1515,19.0151,55.47,75,100,5.5,overcast clouds
487,Aksarka,RU,66.5606,67.7975,55.24,59,33,8.19,scattered clouds
488,Margate,GB,51.3813,1.3862,71.69,59,56,10.47,broken clouds
489,Adre,TD,13.4667,22.2,72.37,88,100,5.82,moderate rain
490,Chabahar,IR,25.2919,60.643,83.37,85,55,5.91,broken clouds
491,Ayutla,MX,20.1167,-104.3333,73.18,73,100,2.01,overcast clouds
492,Pauini,BR,-7.7136,-66.9764,85.68,64,100,0.94,overcast clouds
493,Nabire,ID,-3.3667,135.4833,75.52,95,100,2.39,overcast clouds
494,Loubomo,CG,-4.1997,12.6739,69.28,83,14,7.7,few clouds
495,La Palma,US,33.8464,-118.0467,100.49,64,20,9.22,few clouds
496,Kavaratti,IN,10.5669,72.642,81.1,84,60,17.52,broken clouds
497,Ribeira Brava,PT,32.65,-17.0667,76.01,82,16,5.37,few clouds
498,Halifax,CA,44.6453,-63.5724,76.69,75,79,5.99,broken clouds
499,Ambatofinandrahana,MG,-20.55,46.8,49.66,92,20,4.25,few clouds
500,Conil,FR,44.9673,3.7177,60.19,59,56,4.97,broken clouds
501,Okha,RU,53.5739,142.9478,55.54,86,100,10.58,overcast clouds
502,Gratkorn,AT,47.1497,15.3655,64.33,73,40,2.3,scattered clouds
503,Sebinkarahisar,TR,40.2883,38.4236,56.32,90,17,3.2,few clouds
504,Akersberga,SE,59.4794,18.2997,56.88,66,100,9.95,overcast clouds
505,Kovur,IN,14.4833,79.9833,86.2,53,40,16.8,scattered clouds
506,Qingquan,CN,30.4511,115.2559,83.32,78,100,0.89,overcast clouds
507,Anif,AT,47.75,13.0667,70.45,77,20,5.75,few clouds
508,West Bay,KY,19.3667,-81.4167,86.07,66,75,2.3,broken clouds
509,Andilamena,MG,-17.0167,48.5833,55.04,96,37,3.89,scattered clouds
510,Chuzhou,CN,32.3219,118.2978,79.68,91,100,1.95,light rain
511,Nyzhni Sirohozy,UA,46.8484,34.3804,68.74,58,0,7.09,clear sky
512,Khandyga,RU,62.6667,135.6,66.67,93,7,2.89,clear sky
513,Stornoway,GB,58.2093,-6.3865,55.92,77,100,5.75,overcast clouds
514,Rosetown,CA,51.5501,-108.0014,90.66,30,0,8.9,clear sky
515,Scottsbluff,US,41.8666,-103.6672,97.03,31,0,16.11,clear sky
516,Holeby,DK,54.7115,11.4642,58.08,75,100,15.41,overcast clouds
517,Tabou,CI,4.423,-7.3528,74.8,86,100,9.48,overcast clouds
518,Moranbah,AU,-22.0016,148.0466,50.11,96,5,9.98,clear sky
519,Ambilobe,MG,-13.2,49.05,66.54,87,4,3.29,clear sky
520,Deori,IN,21.45,82.6167,77.22,90,100,5.23,light rain
521,Cap Malheureux,MU,-19.9842,57.6142,68.47,86,82,8.99,light rain
522,Komsomolskiy,UZ,40.4272,71.7189,79.52,29,0,4.61,clear sky
523,Puerto Cabello,VE,10.4731,-68.0125,78.1,82,76,8.03,broken clouds
524,Touros,BR,-5.1989,-35.4608,76.66,85,25,14.79,scattered clouds
525,Chifeng,CN,42.2683,118.9636,67.21,83,81,3.11,broken clouds
526,Riyadh,SA,24.6877,46.7219,95.14,10,76,10.18,broken clouds
527,Seoul,KR,37.5683,126.9778,72.84,94,7,3.09,clear sky
528,Buta,CD,2.7858,24.73,72.19,90,100,3.09,overcast clouds
529,Bambanglipuro,ID,-7.95,110.2833,74.44,91,14,4.21,few clouds
530,Nantucket,US,41.2835,-70.0995,78.91,80,0,6.91,clear sky
531,Ulaanbaatar,MN,47.9077,106.8832,55.53,88,75,6.71,broken clouds
532,Kuybysheve,UA,47.358,36.6491,66.36,61,0,4.32,clear sky
533,Kyaukse,MM,21.6,96.1333,81.28,77,98,7.11,overcast clouds
534,Svetlyy,RU,54.675,20.1347,60.96,72,1,16.02,clear sky
535,Yomou,GN,7.5603,-9.2653,70.16,98,24,2.95,light rain
536,Ranong,TH,9.9658,98.6348,78.58,90,100,7.2,overcast clouds
537,Guerrero Negro,MX,27.9769,-114.0611,77.31,57,11,15.68,few clouds
538,Porto Velho,BR,-8.7619,-63.9039,87.85,58,40,8.05,scattered clouds
539,Menongue,AO,-14.6585,17.691,54.0,45,0,4.41,clear sky
540,Skibbereen,IE,51.55,-9.2667,66.11,85,95,1.43,overcast clouds
541,Beloha,MG,-25.1667,45.05,64.62,88,0,10.4,clear sky
542,Bitung,ID,1.4451,125.1824,74.25,88,100,14.41,light rain
543,Port Shepstone,ZA,-30.7414,30.455,62.06,74,32,6.46,scattered clouds
544,Shu,KZ,43.5983,73.7614,76.1,25,0,7.9,clear sky
545,Superior,US,46.7208,-92.1041,84.76,62,0,9.22,clear sky
546,Nassau,US,40.7507,-73.5829,86.67,52,0,10.36,clear sky
547,Kalmar,SE,56.6616,16.3616,61.97,67,37,3.0,scattered clouds
548,Cairns,AU,-16.9167,145.7667,64.35,97,40,6.91,light intensity shower rain
549,Ballina,AU,-28.8667,153.5667,49.01,96,1,5.93,clear sky
550,Miyako,JP,39.6367,141.9525,69.62,98,100,9.75,moderate rain
551,Sterling,US,39.0062,-77.4286,91.33,42,40,5.99,scattered clouds
552,Igarka,RU,67.4667,86.5833,52.05,72,89,8.97,overcast clouds
553,Egvekinot,RU,66.3167,-179.1667,42.98,62,94,3.8,overcast clouds
554,Marshfield,US,44.6689,-90.1718,74.28,73,75,3.44,broken clouds
555,Barmer,IN,25.75,71.3833,85.46,70,91,10.69,light rain
556,Dzhebariki-Khaya,RU,62.2167,135.8,66.88,95,39,1.7,light rain
557,Gazimurskiy Zavod,RU,51.5461,118.3266,61.18,98,100,3.02,overcast clouds
558,Toledo,ES,39.8333,-4.0,89.92,16,0,13.31,clear sky
559,Banki,IN,20.3833,85.5333,80.71,88,100,5.44,overcast clouds
560,Gatton,AU,-27.55,152.2833,46.63,91,0,2.48,clear sky
561,Tolaga Bay,NZ,-38.3667,178.3,48.81,88,100,6.35,overcast clouds
562,Clyde,US,41.3042,-82.9752,81.91,51,100,3.53,overcast clouds
563,Iralaya,HN,15.0,-83.2333,83.37,73,100,7.23,overcast clouds
564,Las Matas De Farfan,DO,18.8731,-71.5166,81.93,66,89,8.88,overcast clouds
565,San Policarpo,PH,12.1791,125.5072,78.58,86,23,4.27,few clouds
566,Businga,CD,3.3333,20.8833,73.0,87,91,3.13,light rain
567,Kindu,CD,-2.95,25.95,77.86,58,94,3.0,overcast clouds
568,Barao De Melgaco,BR,-16.1944,-55.9675,95.16,22,100,7.99,overcast clouds
569,Yarada,IN,17.65,83.2667,79.12,100,75,2.3,light intensity drizzle
570,Dalhousie,IN,32.5333,75.9833,60.12,63,98,7.29,overcast clouds
571,Undory,RU,54.6085,48.3928,63.45,86,0,11.23,clear sky
572,Tessalit,ML,20.1986,1.0114,98.78,19,96,4.85,overcast clouds
573,Atambua,ID,-9.1061,124.8925,66.42,84,100,5.82,overcast clouds
574,Kurchum,KZ,48.5722,83.6542,64.38,49,1,4.0,clear sky
575,Banjarmasin,ID,-3.3244,114.591,77.14,92,86,2.53,overcast clouds
576,Lamu,KE,-2.2717,40.902,75.42,82,100,17.63,overcast clouds
577,Arrifes,PT,37.7667,-25.7,68.25,83,40,11.5,scattered clouds
578,Eureka,US,40.8021,-124.1637,71.2,72,2,7.0,clear sky
579,Hurghada,EG,27.2574,33.8129,87.04,30,0,20.38,clear sky
580,Pavlogradka,RU,54.2024,73.5592,60.76,89,0,7.09,clear sky
581,Motupe,PE,-6.1519,-79.7142,81.57,46,1,9.17,clear sky
582,Namibe,AO,-15.1961,12.1522,65.28,96,22,0.89,few clouds
583,Mwinilunga,ZM,-11.7358,24.4293,59.74,49,6,4.79,clear sky
584,Maicao,CO,11.3832,-72.2432,88.43,45,34,12.3,scattered clouds
585,Pitimbu,BR,-7.4706,-34.8086,79.39,80,1,14.09,clear sky
586,Tilichiki,RU,60.4667,166.1,55.17,78,13,6.8,few clouds
587,Jacmel,HT,18.2342,-72.5347,89.44,64,36,5.19,scattered clouds
588,Puteyets,RU,65.1716,57.091,71.71,65,16,6.78,few clouds
589,Flinders,AU,-34.5833,150.8552,45.05,79,79,3.0,broken clouds
590,Verkhoshizhemye,RU,58.011,49.1038,57.42,95,33,2.51,scattered clouds
591,Lerwick,GB,60.1545,-1.1494,51.8,80,56,11.56,broken clouds
592,Itaituba,BR,-4.2761,-55.9836,84.22,64,100,3.18,overcast clouds
593,Whitianga,NZ,-36.8333,175.7,48.0,87,96,6.46,overcast clouds
594,Yucaipa,US,34.0336,-117.0431,101.88,31,0,9.22,haze
595,Faya,SA,18.3851,42.4509,70.32,42,99,4.79,light rain
596,Kedrovyy,RU,56.1667,91.8167,43.21,91,50,2.66,scattered clouds
597,Huarmey,PE,-10.0681,-78.1522,66.4,72,9,14.43,clear sky
598,Sosva,RU,59.1766,61.8558,62.89,99,99,3.78,overcast clouds
599,Mandera,KE,3.9366,41.867,82.47,47,100,20.67,overcast clouds
600,Almenara,BR,-16.1836,-40.6944,77.16,54,49,4.45,scattered clouds
601,Ganzhou,CN,28.8184,115.4327,81.36,77,100,4.27,overcast clouds
602,Ust-Tsilma,RU,65.441,52.1498,66.49,92,56,2.1,moderate rain
603,Goderich,CA,43.7501,-81.7165,73.9,57,90,5.06,overcast clouds
604,Kozhva,RU,65.1073,57.0459,72.5,63,21,7.43,few clouds
605,Copiapo,CL,-27.3667,-70.3333,47.89,87,99,7.34,overcast clouds
606,Risor,NO,58.7206,9.2342,58.28,52,0,18.52,clear sky
607,Anantapur,IN,14.6833,77.6,77.61,72,90,19.39,overcast clouds
608,Port-Gentil,GA,-0.7193,8.7815,75.16,83,40,9.22,scattered clouds
609,Scarborough,GB,54.2797,-0.4044,60.78,77,13,9.4,few clouds
610,High Level,CA,58.5169,-117.136,75.81,33,100,6.08,overcast clouds
611,Patan,NP,27.6667,85.3333,73.78,88,40,3.44,scattered clouds
612,Puerto Madryn,AR,-42.7692,-65.0385,42.48,83,100,15.68,light rain
613,Zhigansk,RU,66.7697,123.3711,48.27,75,86,19.84,overcast clouds
614,Hearst,CA,49.6835,-83.6665,74.03,50,100,9.62,overcast clouds
615,Fallon,US,39.4735,-118.7774,95.45,15,0,3.62,clear sky
616,Soyo,AO,-6.1349,12.3689,70.61,90,2,9.13,clear sky
617,Saint Anthony,US,45.0205,-93.218,90.95,55,40,6.91,scattered clouds
618,Hualmay,PE,-11.0964,-77.6139,64.47,73,32,14.27,scattered clouds
619,Crotone,IT,39.0851,17.1178,79.2,68,0,8.01,clear sky
620,Biltine,TD,14.5333,20.9167,76.62,81,100,8.7,moderate rain
621,Emerald,AU,-23.5333,148.1667,43.34,78,0,8.3,clear sky
622,Labuhan,ID,-6.8844,112.2051,77.18,87,53,6.82,broken clouds
623,Boden,SE,65.8252,21.6886,60.8,83,100,1.63,overcast clouds
624,Andros Town,BS,24.7,-77.7667,75.16,66,100,14.9,moderate rain
625,San Juan,AR,-31.5375,-68.5364,38.77,89,100,14.34,overcast clouds
626,Bandarbeyla,SO,9.4942,50.8122,79.05,78,100,30.98,overcast clouds
627,Jieshi,CN,22.8134,115.8257,83.55,87,100,15.19,overcast clouds
628,Auki,SB,-8.7676,160.7034,76.23,85,100,3.78,overcast clouds
629,De-Kastri,RU,51.4667,140.7833,56.84,92,100,4.09,overcast clouds
630,Talavera,PH,15.6167,120.9333,76.75,91,100,1.25,overcast clouds
631,Paralia,GR,38.2,21.7,82.8,53,0,5.46,clear sky
632,Carauari,BR,-4.8828,-66.8958,83.8,65,89,2.04,overcast clouds
633,Zhireken,RU,52.8249,117.3076,57.2,97,100,4.12,overcast clouds
634,Mabaruma,GY,8.2,-59.7833,79.05,94,90,2.89,overcast clouds
635,Neustrelitz,DE,53.3667,13.0833,63.75,65,100,5.14,overcast clouds
636,Salta,AR,-24.7859,-65.4117,62.58,57,0,7.0,clear sky
637,Cayenne,GF,4.9333,-52.3333,77.09,1,75,3.44,light rain
638,Monrovia,LR,6.3005,-10.7969,75.99,84,100,10.94,overcast clouds
639,Tarko-Sale,RU,64.9225,77.785,57.9,55,93,5.7,overcast clouds
640,Casablanca,MA,33.5928,-7.6192,75.42,83,2,5.99,clear sky
641,Panama City,PA,8.9936,-79.5197,88.45,81,99,1.99,overcast clouds
642,Tiznit,MA,29.5833,-9.5,80.13,49,34,3.02,scattered clouds
643,Skjervoy,NO,70.0311,20.9714,59.0,80,73,6.35,broken clouds
644,Buchanan,LR,5.8808,-10.0467,75.52,86,100,9.62,light rain
645,Mahon,ES,39.8885,4.2658,79.36,69,0,4.61,clear sky
646,Karakol,KG,42.4907,78.3936,58.19,50,0,5.01,clear sky
647,Ukiah,US,39.1502,-123.2078,97.43,32,0,7.0,clear sky
648,Hohhot,CN,40.8106,111.6522,73.49,57,100,4.72,overcast clouds
649,Fukue,JP,32.6881,128.8419,79.11,90,100,11.7,overcast clouds
650,Oktyabrskoye,RU,43.0645,44.7417,62.74,82,0,8.95,clear sky
651,Loandjili,CG,-4.7561,11.8578,71.04,87,4,6.87,clear sky
652,Northam,GB,51.0333,-4.2167,62.62,74,99,5.66,overcast clouds
653,Severo-Yeniseyskiy,RU,60.3725,93.0408,40.96,96,19,2.95,few clouds
654,Matay,EG,28.419,30.7792,83.7,24,0,7.96,clear sky
655,Agadez,NE,19.75,10.25,93.24,12,5,8.19,clear sky
656,Ola,RU,59.5833,151.2833,62.15,96,100,0.83,light rain
657,Andenes,NO,69.3143,16.1194,49.98,87,75,8.05,light rain
658,Papara,BR,-3.9839,-38.7273,79.68,65,58,5.37,broken clouds
659,Dongdu,CN,35.85,117.7,77.67,73,70,2.33,broken clouds
660,Zeya,RU,53.75,127.2667,65.46,81,41,3.58,scattered clouds
661,Xam Nua,LA,20.4197,104.0439,67.75,98,22,2.24,few clouds
662,Coahuayana,MX,18.7333,-103.6833,87.1,65,93,5.17,overcast clouds
663,Kamen-Rybolov,RU,44.7481,132.0403,62.02,96,99,12.86,light rain
664,Belaya Gora,RU,68.5333,146.4167,64.09,64,97,10.42,overcast clouds
665,Yate,GB,51.5407,-2.4184,68.45,67,98,6.78,overcast clouds
666,Dharchula,IN,29.85,80.5333,73.27,88,92,3.33,overcast clouds
667,Oistins,BB,13.0667,-59.5333,84.29,74,75,18.41,broken clouds
668,Svetlogorsk,BY,52.6333,29.7333,54.14,91,0,7.23,clear sky
669,Veraval,IN,20.9,70.3667,81.19,85,100,22.91,overcast clouds
670,Mokhsogollokh,RU,61.4681,128.9203,65.08,92,83,1.39,broken clouds
671,Poya,NC,-21.35,165.15,64.92,66,9,11.03,clear sky
672,Sipoo,FI,60.3775,25.2691,57.16,70,20,6.91,few clouds
673,Honiara,SB,-9.4333,159.95,76.14,87,54,4.88,broken clouds
674,Dicabisagan,PH,17.0818,122.4157,79.68,89,96,4.97,overcast clouds
675,Sonoita,MX,31.85,-112.8333,101.26,26,39,6.17,scattered clouds
676,Imperia,IT,43.9667,7.7833,75.22,88,17,1.86,few clouds
677,Riachao,BR,-7.3619,-46.6172,91.76,22,6,6.82,clear sky
678,Challans,FR,46.8436,-1.8749,82.6,28,73,9.48,broken clouds
679,Envira,BR,-7.3,-70.2167,83.35,72,95,1.81,overcast clouds
680,Vanino,RU,49.0869,140.2543,52.97,93,89,4.03,overcast clouds
